title,summary,published,authors,pdf_url,category
GABInsight: Exploring Gender-Activity Binding Bias in Vision-Language Models,"Vision-language models (VLMs) are intensively used in many downstream tasks,
including those requiring assessments of individuals appearing in the images.
While VLMs perform well in simple single-person scenarios, in real-world
applications, we often face complex situations in which there are persons of
different genders doing different activities. We show that in such cases, VLMs
are biased towards identifying the individual with the expected gender
(according to ingrained gender stereotypes in the model or other forms of
sample selection bias) as the performer of the activity. We refer to this bias
in associating an activity with the gender of its actual performer in an image
or text as the Gender-Activity Binding (GAB) bias and analyze how this bias is
internalized in VLMs. To assess this bias, we have introduced the GAB dataset
with approximately 5500 AI-generated images that represent a variety of
activities, addressing the scarcity of real-world images for some scenarios. To
have extensive quality control, the generated images are evaluated for their
diversity, quality, and realism. We have tested 12 renowned pre-trained VLMs on
this dataset in the context of text-to-image and image-to-text retrieval to
measure the effect of this bias on their predictions. Additionally, we have
carried out supplementary experiments to quantify the bias in VLMs' text
encoders and to evaluate VLMs' capability to recognize activities. Our
experiments indicate that VLMs experience an average performance decline of
about 13.2% when confronted with gender-activity binding bias.",2024-07-30,"Ali Abdollahi, Mahdi Ghaznavi, Mohammad Reza Karimi Nejad, Arash Mari Oriyad, Reza Abbasi, Ali Salesi, Melika Behjati, Mohammad Hossein Rohban, Mahdieh Soleymani Baghshah",http://arxiv.org/pdf/2407.21001v3,cs.LG
MoFO: Momentum-Filtered Optimizer for Mitigating Forgetting in LLM Fine-Tuning,"Large language models (LLMs) have demonstrated remarkable capabilities across
a wide range of tasks. Typically, LLMs are first pre-trained on large corpora
and subsequently fine-tuned on task-specific datasets. However, during
fine-tuning, LLMs may forget some knowledge acquired in the pre-training stage,
leading to a decline in general capabilities. Existing approaches to mitigate
forgetting often rely on access to pre-training data, which may be unavailable
in many real-world scenarios--such as fine-tuning checkpoint-only open-source
LLMs. To address this challenge, we propose a new fine-tuning algorithm termed
Momentum-Filtered Optimizer (MoFO). MoFO is an extension of greedy block
coordinate descent (BCD) methods: in each iteration, MoFO only updates the
model parameters with the largest momentum magnitudes, while keeping all other
parameters fixed. MoFO achieves similar fine-tuning performance to the default
fine-tuning algorithm while effectively mitigating knowledge forgetting. We
validate MoFO through rigorous convergence analysis and extensive experiments,
demonstrating its effectiveness in mitigating forgetting without pre-training
data.",2024-07-30,"Yupeng Chen, Senmiao Wang, Yushun Zhang, Zhihang Lin, Haozhe Zhang, Weijian Sun, Tian Ding, Ruoyu Sun",http://arxiv.org/pdf/2407.20999v3,cs.LG
From Feature Importance to Natural Language Explanations Using LLMs with RAG,"As machine learning becomes increasingly integral to autonomous
decision-making processes involving human interaction, the necessity of
comprehending the model's outputs through conversational means increases. Most
recently, foundation models are being explored for their potential as post hoc
explainers, providing a pathway to elucidate the decision-making mechanisms of
predictive models. In this work, we introduce traceable question-answering,
leveraging an external knowledge repository to inform the responses of Large
Language Models (LLMs) to user queries within a scene understanding task. This
knowledge repository comprises contextual details regarding the model's output,
containing high-level features, feature importance, and alternative
probabilities. We employ subtractive counterfactual reasoning to compute
feature importance, a method that entails analysing output variations resulting
from decomposing semantic features. Furthermore, to maintain a seamless
conversational flow, we integrate four key characteristics - social, causal,
selective, and contrastive - drawn from social science research on human
explanations into a single-shot prompt, guiding the response generation
process. Our evaluation demonstrates that explanations generated by the LLMs
encompassed these elements, indicating its potential to bridge the gap between
complex model outputs and natural language expressions.",2024-07-30,"Sule Tekkesinoglu, Lars Kunze",http://arxiv.org/pdf/2407.20990v1,cs.LG
Contrasting Deep Learning Models for Direct Respiratory Insufficiency Detection Versus Blood Oxygen Saturation Estimation,"We contrast high effectiveness of state of the art deep learning
architectures designed for general audio classification tasks, refined for
respiratory insufficiency (RI) detection and blood oxygen saturation (SpO$_2$)
estimation and classification through automated audio analysis. Recently,
multiple deep learning architectures have been proposed to detect RI in COVID
patients through audio analysis, achieving accuracy above 95% and F1-score
above 0.93. RI is a condition associated with low SpO$_2$ levels, commonly
defined as the threshold SpO$_2$ <92%. While SpO$_2$ serves as a crucial
determinant of RI, a medical doctor's diagnosis typically relies on multiple
factors. These include respiratory frequency, heart rate, SpO$_2$ levels, among
others. Here we study pretrained audio neural networks (CNN6, CNN10 and CNN14)
and the Masked Autoencoder (Audio-MAE) for RI detection, where these models
achieve near perfect accuracy, surpassing previous results. Yet, for the
regression task of estimating SpO$_2$ levels, the models achieve root mean
square error values exceeding the accepted clinical range of 3.5% for finger
oximeters. Additionally, Pearson correlation coefficients fail to surpass 0.3.
As deep learning models perform better in classification than regression, we
transform SpO$_2$-regression into a SpO$_2$-threshold binary classification
problem, with a threshold of 92%. However, this task still yields an F1-score
below 0.65. Thus, audio analysis offers valuable insights into a patient's RI
status, but does not provide accurate information about actual SpO$_2$ levels,
indicating a separation of domains in which voice and speech biomarkers may and
may not be useful in medical diagnostics under current technologies.",2024-07-30,"Marcelo Matheus Gauy, Natalia Hitomi Koza, Ricardo Mikio Morita, Gabriel Rocha Stanzione, Arnaldo Candido Junior, Larissa Cristina Berti, Anna Sara Shafferman Levin, Ester Cerdeira Sabino, Flaviane Romani Fernandes Svartman, Marcelo Finger",http://arxiv.org/pdf/2407.20989v1,cs.LG
The Stochastic Conjugate Subgradient Algorithm For Kernel Support Vector Machines,"Stochastic First-Order (SFO) methods have been a cornerstone in addressing a
broad spectrum of modern machine learning (ML) challenges. However, their
efficacy is increasingly questioned, especially in large-scale applications
where empirical evidence indicates potential performance limitations. In
response, this paper proposes an innovative method specifically designed for
kernel support vector machines (SVMs). This method not only achieves faster
convergence per iteration but also exhibits enhanced scalability when compared
to conventional SFO techniques. Diverging from traditional sample average
approximation strategies that typically frame kernel SVM as an 'all-in-one'
Quadratic Program (QP), our approach adopts adaptive sampling. This strategy
incrementally refines approximation accuracy on an 'as-needed' basis.
Crucially, this approach also inspires a decomposition-based algorithm,
effectively decomposing parameter selection from error estimation, with the
latter being independently determined for each data point. To exploit the
quadratic nature of the kernel matrix, we introduce a stochastic conjugate
subgradient method. This method preserves many benefits of first-order
approaches while adeptly handling both nonlinearity and non-smooth aspects of
the SVM problem. Thus, it extends beyond the capabilities of standard SFO
algorithms for non-smooth convex optimization. The convergence rate of this
novel method is thoroughly analyzed within this paper. Our experimental results
demonstrate that the proposed algorithm not only maintains but potentially
exceeds the scalability of SFO methods. Moreover, it significantly enhances
both speed and accuracy of the optimization process.",2024-07-30,"Di Zhang, Suvrajeet Sen",http://arxiv.org/pdf/2407.21091v1,cs.LG
Learning Optimal Signal Temporal Logic Decision Trees for Classification: A Max-Flow MILP Formulation,"This paper presents a novel framework for inferring timed temporal logic
properties from data. The dataset comprises pairs of finite-time system traces
and corresponding labels, denoting whether the traces demonstrate specific
desired behaviors, e.g. whether the ship follows a safe route or not. Our
proposed approach leverages decision-tree-based methods to infer Signal
Temporal Logic classifiers using primitive formulae. We formulate the inference
process as a mixed integer linear programming optimization problem, recursively
generating constraints to determine both data classification and tree
structure. Applying a max-flow algorithm on the resultant tree transforms the
problem into a global optimization challenge, leading to improved
classification rates compared to prior methodologies. Moreover, we introduce a
technique to reduce the number of constraints by exploiting the symmetry
inherent in STL primitives, which enhances the algorithm's time performance and
interpretability. To assess our algorithm's effectiveness and classification
performance, we conduct three case studies involving two-class, multi-class,
and complex formula classification scenarios.",2024-07-30,"Kaier Liang, Gustavo A. Cardona, Disha Kamale, Cristian-Ioan Vasile",http://arxiv.org/pdf/2407.21090v2,cs.LG
Abstractive summarization from Audio Transcription,"Currently, large language models are gaining popularity, their achievements
are used in many areas, ranging from text translation to generating answers to
queries. However, the main problem with these new machine learning algorithms
is that training such models requires large computing resources that only large
IT companies have. To avoid this problem, a number of methods (LoRA,
quantization) have been proposed so that existing models can be effectively
fine-tuned for specific tasks. In this paper, we propose an E2E (end to end)
audio summarization model using these techniques. In addition, this paper
examines the effectiveness of these approaches to the problem under
consideration and draws conclusions about the applicability of these methods.",2024-07-30,Ilia Derkach,http://arxiv.org/pdf/2408.04639v1,cs.LG
Learning Ordinality in Semantic Segmentation,"Semantic segmentation consists of predicting a semantic label for each image
pixel. While existing deep learning approaches achieve high accuracy, they
often overlook the ordinal relationships between classes, which can provide
critical domain knowledge (e.g., the pupil lies within the iris, and lane
markings are part of the road). This paper introduces novel methods for spatial
ordinal segmentation that explicitly incorporate these inter-class
dependencies. By treating each pixel as part of a structured image space rather
than as an independent observation, we propose two regularization terms and a
new metric to enforce ordinal consistency between neighboring pixels. Two loss
regularization terms and one metric are proposed for structural ordinal
segmentation, which penalizes predictions of non-ordinal adjacent classes. Five
biomedical datasets and multiple configurations of autonomous driving datasets
demonstrate the efficacy of the proposed methods. Our approach achieves
improvements in ordinal metrics and enhances generalization, with up to a 15.7%
relative increase in the Dice coefficient. Importantly, these benefits come
without additional inference time costs. This work highlights the significance
of spatial ordinal relationships in semantic segmentation and provides a
foundation for further exploration in structured image representations.",2024-07-30,"Ricardo P. M. Cruz, Rafael Cristino, Jaime S. Cardoso",http://arxiv.org/pdf/2407.20959v2,cs.LG
An Effective Dynamic Gradient Calibration Method for Continual Learning,"Continual learning (CL) is a fundamental topic in machine learning, where the
goal is to train a model with continuously incoming data and tasks. Due to the
memory limit, we cannot store all the historical data, and therefore confront
the ``catastrophic forgetting'' problem, i.e., the performance on the previous
tasks can substantially decrease because of the missing information in the
latter period. Though a number of elegant methods have been proposed, the
catastrophic forgetting phenomenon still cannot be well avoided in practice. In
this paper, we study the problem from the gradient perspective, where our aim
is to develop an effective algorithm to calibrate the gradient in each updating
step of the model; namely, our goal is to guide the model to be updated in the
right direction under the situation that a large amount of historical data are
unavailable. Our idea is partly inspired by the seminal stochastic variance
reduction methods (e.g., SVRG and SAGA) for reducing the variance of gradient
estimation in stochastic gradient descent algorithms. Another benefit is that
our approach can be used as a general tool, which is able to be incorporated
with several existing popular CL methods to achieve better performance. We also
conduct a set of experiments on several benchmark datasets to evaluate the
performance in practice.",2024-07-30,"Weichen Lin, Jiaxiang Chen, Ruomin Huang, Hu Ding",http://arxiv.org/pdf/2407.20956v1,cs.LG
How to Choose a Reinforcement-Learning Algorithm,"The field of reinforcement learning offers a large variety of concepts and
methods to tackle sequential decision-making problems. This variety has become
so large that choosing an algorithm for a task at hand can be challenging. In
this work, we streamline the process of choosing reinforcement-learning
algorithms and action-distribution families. We provide a structured overview
of existing methods and their properties, as well as guidelines for when to
choose which methods. An interactive version of these guidelines is available
online at https://rl-picker.github.io/.",2024-07-30,"Fabian Bongratz, Vladimir Golkov, Lukas Mautner, Luca Della Libera, Frederik Heetmeyer, Felix Czaja, Julian Rodemann, Daniel Cremers",http://arxiv.org/pdf/2407.20917v1,cs.LG
What Are Good Positional Encodings for Directed Graphs?,"Positional encodings (PEs) are essential for building powerful and expressive
graph neural networks and graph transformers, as they effectively capture the
relative spatial relationships between nodes. Although extensive research has
been devoted to PEs in undirected graphs, PEs for directed graphs remain
relatively unexplored. This work seeks to address this gap. We first introduce
the notion of Walk Profile, a generalization of walk-counting sequences for
directed graphs. A walk profile encompasses numerous structural features
crucial for directed graph-relevant applications, such as program analysis and
circuit performance prediction. We identify the limitations of existing PE
methods in representing walk profiles and propose a novel Multi-q Magnetic
Laplacian PE, which extends the Magnetic Laplacian eigenvector-based PE by
incorporating multiple potential factors. The new PE can provably express walk
profiles. Furthermore, we generalize prior basis-invariant neural networks to
enable the stable use of the new PE in the complex domain. Our numerical
experiments validate the expressiveness of the proposed PEs and demonstrate
their effectiveness in solving sorting network satisfiability and performing
well on general circuit benchmarks. Our code is available at
https://github.com/Graph-COM/Multi-q-Maglap.",2024-07-30,"Yinan Huang, Haoyu Wang, Pan Li",http://arxiv.org/pdf/2407.20912v2,cs.LG
Machine learning surrogates for efficient hydrologic modeling: Insights from stochastic simulations of managed aquifer recharge,"Process-based hydrologic models are invaluable tools for understanding the
terrestrial water cycle and addressing modern water resources problems.
However, many hydrologic models are computationally expensive and, depending on
the resolution and scale, simulations can take on the order of hours to days to
complete. While techniques such as uncertainty quantification and optimization
have become valuable tools for supporting management decisions, these analyses
typically require hundreds of model simulations, which are too computationally
expensive to perform with a process-based hydrologic model. To address this
gap, we assess a hybrid modeling workflow in which a process-based model is
used to generate an initial set of simulations and a machine learning (ML)
surrogate model is then trained to perform the remaining simulations required
for downstream analysis. As a case study, we apply this workflow to simulations
of variably saturated groundwater flow at a prospective managed aquifer
recharge site. We compare the accuracy and computational efficiency of several
ML architectures, including deep convolutional networks, recurrent neural
networks, vision transformers, and networks with Fourier transforms. Our
results demonstrate that ML surrogate models can achieve under 10% mean
absolute percentage error and yield order-of-magnitude runtime savings over
process-based models. Building on these findings, we examine the impacts of key
modeling choices on surrogate model accuracy and efficiency. Results show that
a normalized loss function improves training stability, while min-max data
normalization can significantly reduce error up to a factor of 10 when compared
to other treatments such as Z-score and no normalization. Downsampling input
features using an autoencoder also decreases memory requirements by training
with tensors 4% their original size. By reducing computational costs and...",2024-07-30,"Timothy Dai, Kate Maher, Zach Perzan",http://arxiv.org/pdf/2407.20902v2,cs.LG
MambaCapsule: Towards Transparent Cardiac Disease Diagnosis with Electrocardiography Using Mamba Capsule Network,"Cardiac arrhythmia, a condition characterized by irregular heartbeats, often
serves as an early indication of various heart ailments. With the advent of
deep learning, numerous innovative models have been introduced for diagnosing
arrhythmias using Electrocardiogram (ECG) signals. However, recent studies
solely focus on the performance of models, neglecting the interpretation of
their results. This leads to a considerable lack of transparency, posing a
significant risk in the actual diagnostic process. To solve this problem, this
paper introduces MambaCapsule, a deep neural networks for ECG arrhythmias
classification, which increases the explainability of the model while enhancing
the accuracy.Our model utilizes Mamba for feature extraction and Capsule
networks for prediction, providing not only a confidence score but also signal
features. Akin to the processing mechanism of human brain, the model learns
signal features and their relationship between them by reconstructing ECG
signals in the predicted selection. The model evaluation was conducted on
MIT-BIH and PTB dataset, following the AAMI standard. MambaCapsule has achieved
a total accuracy of 99.54% and 99.59% on the test sets respectively. These
results demonstrate the promising performance of under the standard test
protocol.",2024-07-30,"Yinlong Xu, Xiaoqiang Liu, Zitai Kong, Yixuan Wu, Yue Wang, Yingzhou Lu, Honghao Gao, Jian Wu, Hongxia Xu",http://arxiv.org/pdf/2407.20893v1,cs.LG
Bayesian Low-Rank LeArning (Bella): A Practical Approach to Bayesian Neural Networks,"Computational complexity of Bayesian learning is impeding its adoption in
practical, large-scale tasks. Despite demonstrations of significant merits such
as improved robustness and resilience to unseen or out-of-distribution inputs
over their non- Bayesian counterparts, their practical use has faded to near
insignificance. In this study, we introduce an innovative framework to mitigate
the computational burden of Bayesian neural networks (BNNs). Our approach
follows the principle of Bayesian techniques based on deep ensembles, but
significantly reduces their cost via multiple low-rank perturbations of
parameters arising from a pre-trained neural network. Both vanilla version of
ensembles as well as more sophisticated schemes such as Bayesian learning with
Stein Variational Gradient Descent (SVGD), previously deemed impractical for
large models, can be seamlessly implemented within the proposed framework,
called Bayesian Low-Rank LeArning (Bella). In a nutshell, i) Bella achieves a
dramatic reduction in the number of trainable parameters required to
approximate a Bayesian posterior; and ii) it not only maintains, but in some
instances, surpasses the performance of conventional Bayesian learning methods
and non-Bayesian baselines. Our results with large-scale tasks such as
ImageNet, CAMELYON17, DomainNet, VQA with CLIP, LLaVA demonstrate the
effectiveness and versatility of Bella in building highly scalable and
practical Bayesian deep models for real-world applications.",2024-07-30,"Bao Gia Doan, Afshar Shamsi, Xiao-Yu Guo, Arash Mohammadi, Hamid Alinejad-Rokny, Dino Sejdinovic, Damien Teney, Damith C. Ranasinghe, Ehsan Abbasnejad",http://arxiv.org/pdf/2407.20891v5,cs.LG
Co-Neighbor Encoding Schema: A Light-cost Structure Encoding Method for Dynamic Link Prediction,"Structure encoding has proven to be the key feature to distinguishing links
in a graph. However, Structure encoding in the temporal graph keeps changing as
the graph evolves, repeatedly computing such features can be time-consuming due
to the high-order subgraph construction. We develop the Co-Neighbor Encoding
Schema (CNES) to address this issue. Instead of recomputing the feature by the
link, CNES stores information in the memory to avoid redundant calculations.
Besides, unlike the existing memory-based dynamic graph learning method that
stores node hidden states, we introduce a hashtable-based memory to compress
the adjacency matrix for efficient structure feature construction and updating
with vector computation in parallel. Furthermore, CNES introduces a
Temporal-Diverse Memory to generate long-term and short-term structure encoding
for neighbors with different structural information. A dynamic graph learning
framework, Co-Neighbor Encoding Network (CNE-N), is proposed using the
aforementioned techniques. Extensive experiments on thirteen public datasets
verify the effectiveness and efficiency of the proposed method.",2024-07-30,"Ke Cheng, Linzhi Peng, Junchen Ye, Leilei Sun, Bowen Du",http://arxiv.org/pdf/2407.20871v1,cs.LG
Beyond the Neural Fog: Interpretable Learning for AC Optimal Power Flow,"The AC optimal power flow (AC-OPF) problem is essential for power system
operations, but its non-convex nature makes it challenging to solve. A widely
used simplification is the linearized DC optimal power flow (DC-OPF) problem,
which can be solved to global optimality, but whose optimal solution is always
infeasible in the original AC-OPF problem. Recently, neural networks (NN) have
been introduced for solving the AC-OPF problem at significantly faster
computation times. However, these methods necessitate extensive datasets, are
difficult to train, and are often viewed as black boxes, leading to resistance
from operators who prefer more transparent and interpretable solutions. In this
paper, we introduce a novel learning-based approach that merges simplicity and
interpretability, providing a bridge between traditional approximation methods
and black-box learning techniques. Our approach not only provides transparency
for operators but also achieves competitive accuracy. Numerical results across
various power networks demonstrate that our method provides accuracy comparable
to, and often surpassing, that of neural networks, particularly when training
datasets are limited.",2024-07-30,"Salvador Pineda, Juan Pérez-Ruiz, Juan Miguel Morales",http://arxiv.org/pdf/2408.05228v2,cs.LG
Breaking Agents: Compromising Autonomous LLM Agents Through Malfunction Amplification,"Recently, autonomous agents built on large language models (LLMs) have
experienced significant development and are being deployed in real-world
applications. These agents can extend the base LLM's capabilities in multiple
ways. For example, a well-built agent using GPT-3.5-Turbo as its core can
outperform the more advanced GPT-4 model by leveraging external components.
More importantly, the usage of tools enables these systems to perform actions
in the real world, moving from merely generating text to actively interacting
with their environment. Given the agents' practical applications and their
ability to execute consequential actions, it is crucial to assess potential
vulnerabilities. Such autonomous systems can cause more severe damage than a
standalone language model if compromised. While some existing research has
explored harmful actions by LLM agents, our study approaches the vulnerability
from a different perspective. We introduce a new type of attack that causes
malfunctions by misleading the agent into executing repetitive or irrelevant
actions. We conduct comprehensive evaluations using various attack methods,
surfaces, and properties to pinpoint areas of susceptibility. Our experiments
reveal that these attacks can induce failure rates exceeding 80\% in multiple
scenarios. Through attacks on implemented and deployable agents in multi-agent
scenarios, we accentuate the realistic risks associated with these
vulnerabilities. To mitigate such attacks, we propose self-examination
detection methods. However, our findings indicate these attacks are difficult
to detect effectively using LLMs alone, highlighting the substantial risks
associated with this vulnerability.",2024-07-30,"Boyang Zhang, Yicong Tan, Yun Shen, Ahmed Salem, Michael Backes, Savvas Zannettou, Yang Zhang",http://arxiv.org/pdf/2407.20859v1,cs.LG
Assessing Graphical Perception of Image Embedding Models using Channel Effectiveness,"Recent advancements in vision models have greatly improved their ability to
handle complex chart understanding tasks, like chart captioning and question
answering. However, it remains challenging to assess how these models process
charts. Existing benchmarks only roughly evaluate model performance without
evaluating the underlying mechanisms, such as how models extract image
embeddings. This limits our understanding of the model's ability to perceive
fundamental graphical components. To address this, we introduce a novel
evaluation framework to assess the graphical perception of image embedding
models. For chart comprehension, we examine two main aspects of channel
effectiveness: accuracy and discriminability of various visual channels.
Channel accuracy is assessed through the linearity of embeddings, measuring how
well the perceived magnitude aligns with the size of the stimulus.
Discriminability is evaluated based on the distances between embeddings,
indicating their distinctness. Our experiments with the CLIP model show that it
perceives channel accuracy differently from humans and shows unique
discriminability in channels like length, tilt, and curvature. We aim to
develop this work into a broader benchmark for reliable visual encoders,
enhancing models for precise chart comprehension and human-like perception in
future applications.",2024-07-30,"Soohyun Lee, Minsuk Chang, Seokhyeon Park, Jinwook Seo",http://arxiv.org/pdf/2407.20845v1,cs.LG
Lyrics Transcription for Humans: A Readability-Aware Benchmark,"Writing down lyrics for human consumption involves not only accurately
capturing word sequences, but also incorporating punctuation and formatting for
clarity and to convey contextual information. This includes song structure,
emotional emphasis, and contrast between lead and background vocals. While
automatic lyrics transcription (ALT) systems have advanced beyond producing
unstructured strings of words and are able to draw on wider context, ALT
benchmarks have not kept pace and continue to focus exclusively on words. To
address this gap, we introduce Jam-ALT, a comprehensive lyrics transcription
benchmark. The benchmark features a complete revision of the JamendoLyrics
dataset, in adherence to industry standards for lyrics transcription and
formatting, along with evaluation metrics designed to capture and assess the
lyric-specific nuances, laying the foundation for improving the readability of
lyrics. We apply the benchmark to recent transcription systems and present
additional error analysis, as well as an experimental comparison with a
classical music dataset.",2024-07-30,"Ondřej Cífka, Hendrik Schreiber, Luke Miner, Fabian-Robert Stöter",http://arxiv.org/pdf/2408.06370v1,cs.LG
Federated Knowledge Recycling: Privacy-Preserving Synthetic Data Sharing,"Federated learning has emerged as a paradigm for collaborative learning,
enabling the development of robust models without the need to centralise
sensitive data. However, conventional federated learning techniques have
privacy and security vulnerabilities due to the exposure of models, parameters
or updates, which can be exploited as an attack surface. This paper presents
Federated Knowledge Recycling (FedKR), a cross-silo federated learning approach
that uses locally generated synthetic data to facilitate collaboration between
institutions. FedKR combines advanced data generation techniques with a dynamic
aggregation process to provide greater security against privacy attacks than
existing methods, significantly reducing the attack surface. Experimental
results on generic and medical datasets show that FedKR achieves competitive
performance, with an average improvement in accuracy of 4.24% compared to
training models from local data, demonstrating particular effectiveness in data
scarcity scenarios.",2024-07-30,"Eugenio Lomurno, Matteo Matteucci",http://arxiv.org/pdf/2407.20830v1,cs.LG
How to Measure the Intelligence of Large Language Models?,"With the release of ChatGPT and other large language models (LLMs) the
discussion about the intelligence, possibilities, and risks, of current and
future models have seen large attention. This discussion included much debated
scenarios about the imminent rise of so-called ""super-human"" AI, i.e., AI
systems that are orders of magnitude smarter than humans. In the spirit of Alan
Turing, there is no doubt that current state-of-the-art language models already
pass his famous test. Moreover, current models outperform humans in several
benchmark tests, so that publicly available LLMs have already become versatile
companions that connect everyday life, industry and science. Despite their
impressive capabilities, LLMs sometimes fail completely at tasks that are
thought to be trivial for humans. In other cases, the trustworthiness of LLMs
becomes much more elusive and difficult to evaluate. Taking the example of
academia, language models are capable of writing convincing research articles
on a given topic with only little input. Yet, the lack of trustworthiness in
terms of factual consistency or the existence of persistent hallucinations in
AI-generated text bodies has led to a range of restrictions for AI-based
content in many scientific journals. In view of these observations, the
question arises as to whether the same metrics that apply to human intelligence
can also be applied to computational methods and has been discussed
extensively. In fact, the choice of metrics has already been shown to
dramatically influence assessments on potential intelligence emergence. Here,
we argue that the intelligence of LLMs should not only be assessed by
task-specific statistical metrics, but separately in terms of qualitative and
quantitative measures.",2024-07-30,"Nils Körber, Silvan Wehrli, Christopher Irrgang",http://arxiv.org/pdf/2407.20828v1,cs.LG
DyGKT: Dynamic Graph Learning for Knowledge Tracing,"Knowledge Tracing aims to assess student learning states by predicting their
performance in answering questions. Different from the existing research which
utilizes fixed-length learning sequence to obtain the student states and
regards KT as a static problem, this work is motivated by three dynamical
characteristics: 1) The scales of students answering records are constantly
growing; 2) The semantics of time intervals between the records vary; 3) The
relationships between students, questions and concepts are evolving. The three
dynamical characteristics above contain the great potential to revolutionize
the existing knowledge tracing methods. Along this line, we propose a Dynamic
Graph-based Knowledge Tracing model, namely DyGKT. In particular, a
continuous-time dynamic question-answering graph for knowledge tracing is
constructed to deal with the infinitely growing answering behaviors, and it is
worth mentioning that it is the first time dynamic graph learning technology is
used in this field. Then, a dual time encoder is proposed to capture long-term
and short-term semantics among the different time intervals. Finally, a
multiset indicator is utilized to model the evolving relationships between
students, questions, and concepts via the graph structural feature. Numerous
experiments are conducted on five real-world datasets, and the results
demonstrate the superiority of our model. All the used resources are publicly
available at https://github.com/PengLinzhi/DyGKT.",2024-07-30,"Ke Cheng, Linzhi Peng, Pengyang Wang, Junchen Ye, Leilei Sun, Bowen Du",http://arxiv.org/pdf/2407.20824v1,cs.LG
Robust Load Prediction of Power Network Clusters Based on Cloud-Model-Improved Transformer,"Load data from power network clusters indicates economic development in each
area, crucial for predicting regional trends and guiding power enterprise
decisions. The Transformer model, a leading method for load prediction, faces
challenges modeling historical data due to variables like weather, events,
festivals, and data volatility. To tackle this, the cloud model's fuzzy feature
is utilized to manage uncertainties effectively. Presenting an innovative
approach, the Cloud Model Improved Transformer (CMIT) method integrates the
Transformer model with the cloud model utilizing the particle swarm
optimization algorithm, with the aim of achieving robust and precise power load
predictions. Through comparative experiments conducted on 31 real datasets
within a power network cluster, it is demonstrated that CMIT significantly
surpasses the Transformer model in terms of prediction accuracy, thereby
highlighting its effectiveness in enhancing forecasting capabilities within the
power network cluster sector.",2024-07-30,"Cheng Jiang, Gang Lu, Xue Ma, Di Wu",http://arxiv.org/pdf/2407.20817v1,cs.LG
ARCLE: The Abstraction and Reasoning Corpus Learning Environment for Reinforcement Learning,"This paper introduces ARCLE, an environment designed to facilitate
reinforcement learning research on the Abstraction and Reasoning Corpus (ARC).
Addressing this inductive reasoning benchmark with reinforcement learning
presents these challenges: a vast action space, a hard-to-reach goal, and a
variety of tasks. We demonstrate that an agent with proximal policy
optimization can learn individual tasks through ARCLE. The adoption of
non-factorial policies and auxiliary losses led to performance enhancements,
effectively mitigating issues associated with action spaces and goal
attainment. Based on these insights, we propose several research directions and
motivations for using ARCLE, including MAML, GFlowNets, and World Models.",2024-07-30,"Hosung Lee, Sejin Kim, Seungpil Lee, Sanha Hwang, Jihwan Lee, Byung-Jun Lee, Sundong Kim",http://arxiv.org/pdf/2407.20806v1,cs.LG
"AhmedML: High-Fidelity Computational Fluid Dynamics Dataset for Incompressible, Low-Speed Bluff Body Aerodynamics","The development of Machine Learning (ML) methods for Computational Fluid
Dynamics (CFD) is currently limited by the lack of openly available training
data. This paper presents a new open-source dataset comprising of high
fidelity, scale-resolving CFD simulations of 500 geometric variations of the
Ahmed Car Body - a simplified car-like shape that exhibits many of the flow
topologies that are present on bluff bodies such as road vehicles. The dataset
contains simulation results that exhibit a broad set of fundamental flow
physics such as geometry and pressure-induced flow separation as well as 3D
vortical structures. Each variation of the Ahmed car body were run using a
high-fidelity, time-accurate, hybrid Reynolds-Averaged Navier-Stokes (RANS) -
Large-Eddy Simulation (LES) turbulence modelling approach using the open-source
CFD code OpenFOAM. The dataset contains boundary, volume, geometry, and
time-averaged forces/moments in widely used open-source formats. In addition,
the OpenFOAM case setup is provided so that others can reproduce or extend the
dataset. This represents to the authors knowledge, the first open-source
large-scale dataset using high-fidelity CFD methods for the widely used Ahmed
car body that is available to freely download with a permissive license
(CC-BY-SA).",2024-07-30,"Neil Ashton, Danielle C. Maddix, Samuel Gundry, Parisa M. Shabestari",http://arxiv.org/pdf/2407.20801v1,cs.LG
Diffusion Augmented Agents: A Framework for Efficient Exploration and Transfer Learning,"We introduce Diffusion Augmented Agents (DAAG), a novel framework that
leverages large language models, vision language models, and diffusion models
to improve sample efficiency and transfer learning in reinforcement learning
for embodied agents. DAAG hindsight relabels the agent's past experience by
using diffusion models to transform videos in a temporally and geometrically
consistent way to align with target instructions with a technique we call
Hindsight Experience Augmentation. A large language model orchestrates this
autonomous process without requiring human supervision, making it well-suited
for lifelong learning scenarios. The framework reduces the amount of
reward-labeled data needed to 1) finetune a vision language model that acts as
a reward detector, and 2) train RL agents on new tasks. We demonstrate the
sample efficiency gains of DAAG in simulated robotics environments involving
manipulation and navigation. Our results show that DAAG improves learning of
reward detectors, transferring past experience, and acquiring new tasks - key
abilities for developing efficient lifelong learning agents. Supplementary
material and visualizations are available on our website
https://sites.google.com/view/diffusion-augmented-agents/",2024-07-30,"Norman Di Palo, Leonard Hasenclever, Jan Humplik, Arunkumar Byravan",http://arxiv.org/pdf/2407.20798v1,cs.LG
