docid,source,sourcetype,target,targettype,type
79,A Pilot Empirical Study On When And How To Use Knowledge Graphs As Retrieval Augmented Generation,Paper,Llms,Topic,COVERS
80,Knowledge Graph Enhanced Retrieval-Augmented Generation For Failure Mode And Effects Analysis,Paper,Fmea,Topic,COVERS
80,Knowledge Graph Enhanced Retrieval-Augmented Generation For Failure Mode And Effects Analysis,Paper,Rag,Topic,COVERS
80,Knowledge Graph Enhanced Retrieval-Augmented Generation For Failure Mode And Effects Analysis,Paper,Kg,Topic,COVERS
81,Attributed Community-Based Hierarchical Rag,Paper,Retrieval-Augmented Generation,Topic,COVERS
81,Attributed Community-Based Hierarchical Rag,Paper,Large Language Models,Topic,RELATED_TO
81,Attributed Community-Based Hierarchical Rag,Paper,Question-Answer Tasks,Topic,RELATED_TO
81,Attributed Community-Based Hierarchical Rag,Paper,Graph Data,Topic,RELATED_TO
81,Attributed Community-Based Hierarchical Rag,Paper,Semantic Information,Topic,RELATED_TO
81,Attributed Community-Based Hierarchical Rag,Paper,Entities,Topic,RELATED_TO
81,Attributed Community-Based Hierarchical Rag,Paper,Hierarchical Index Structure,Topic,RELATED_TO
81,Attributed Community-Based Hierarchical Rag,Paper,Online Retrieval Method,Topic,RELATED_TO
81,Attributed Community-Based Hierarchical Rag,Paper,Accuracy,Topic,RELATED_TO
81,Attributed Community-Based Hierarchical Rag,Paper,Token Cost,Topic,RELATED_TO
82,Hyper-Rag,Paper,Large Language Models (Llms),Topic,COVERS
83,Graph Rag-Tool Fusion,Topic,Toollinkos,Topic,COVERS
83,Graph Rag-Tool Fusion,Topic,Toolsandbox,Topic,COVERS
83,Toollinkos,Topic,573 Fictional Tools,Topic,INCLUDES
83,Toollinkos,Topic,15 Industries,Topic,INCLUDES
83,Toollinkos,Topic,6.3 Tool Dependencies,Topic,INCLUDES
83,Naive Rag,Topic,Graph Rag-Tool Fusion,Topic,RELATED_TO
83,Get Stock Price Api,Topic,Stock Ticker Parameter,Topic,RELATED_TO
83,Get Stock Ticker Api,Topic,Stock Ticker Parameter,Topic,RELATED_TO
83,Get Stock Ticker Api,Topic,Os-Level Internet Connectivity Tools,Topic,RELATED_TO
83,Get Stock Price Api,Topic,Os-Level Internet Connectivity Tools,Topic,RELATED_TO
83,Elias Lumer,Author,Graph Rag-Tool Fusion,Topic,AUTHORED
83,Pradeep Honaganahalli Basavaraju,Author,Graph Rag-Tool Fusion,Topic,AUTHORED
83,Myles Mason,Author,Graph Rag-Tool Fusion,Topic,AUTHORED
83,James A Burke,Author,Graph Rag-Tool Fusion,Topic,AUTHORED
83,Vamse Kumar Subbiah,Author,Graph Rag-Tool Fusion,Topic,AUTHORED
84,Graph Retrieval Augmented Generation,Topic,Fast Think-On-Graph,Topic,RELATED_TO
84,Fast Think-On-Graph,Topic,Xujian Liang,Author,AUTHORED
84,Fast Think-On-Graph,Topic,Zhaoquan Gu,Author,AUTHORED
84,Fast Think-On-Graph,Topic,Knowledge Graph,Topic,INCLUDES
84,Fast Think-On-Graph,Topic,Large-Scale Language Models,Topic,INCLUDES
84,Fast Think-On-Graph,Topic,Community Detection,Topic,INCLUDES
84,Fast Think-On-Graph,Topic,Community Pruning,Topic,INCLUDES
84,Fast Think-On-Graph,Topic,Community-To-Text Methods,Topic,INCLUDES
84,Fast Think-On-Graph,Topic,Experimental Results,Topic,INCLUDES
85,Retrieval From Graph Data,Topic,Large Language Models,Topic,RELATED_TO
85,Large Language Models,Topic,Graphrag System,Topic,RELATED_TO
85,Knowledge Graphs,Topic,Knowledge Base Question Answering,Topic,RELATED_TO
85,Langchain,Topic,Llamaindex,Topic,RELATED_TO
85,Wikidata,Topic,Freebase,Topic,RELATED_TO
85,Property Graph Views,Topic,Cypher,Topic,RELATED_TO
85,Cypherbench,Paper,Wikidata,Topic,AUTHORED
86,Kg-Retriever,Topic,Large Language Models,Topic,COVERS
86,Kg-Retriever,Topic,Knowledge Graph-Based Rag Framework,Topic,COVERS
86,Kg-Retriever,Topic,Hierarchical Knowledge Retriever,Topic,COVERS
86,Kg-Retriever,Topic,Hierarchical Index Graph,Topic,COVERS
86,Kg-Retriever,Topic,Knowledge Graph Layer,Topic,COVERS
86,Kg-Retriever,Topic,Collaborative Document Layer,Topic,COVERS
86,Kg-Retriever,Topic,Information Fragmentation Problem,Topic,COVERS
86,Kg-Retriever,Topic,Cross-Document Retrieval,Topic,COVERS
86,Kg-Retriever,Topic,Five Public Qa Datasets,Topic,COVERS
86,Weijie Chen,Author,Kg-Retriever,Topic,AUTHORED
86,Ting Bai,Author,Kg-Retriever,Topic,AUTHORED
86,Jinbo Su,Author,Kg-Retriever,Topic,AUTHORED
86,Jian Luan,Author,Kg-Retriever,Topic,AUTHORED
86,Wei Liu,Author,Kg-Retriever,Topic,AUTHORED
86,Chuan Shi,Author,Kg-Retriever,Topic,AUTHORED
87,Communitykg-Rag,Topic,Large Language Models,Topic,RELATED_TO
87,Communitykg-Rag,Topic,Retrieval-Augmented Generation,Topic,RELATED_TO
87,Communitykg-Rag,Topic,Knowledge Graphs,Topic,RELATED_TO
87,Communitykg-Rag,Topic,Fact-Checking,Topic,RELATED_TO
87,Rongching Chang,Author,Communitykg-Rag,Topic,AUTHORED
87,Jiawei Zhang,Author,Communitykg-Rag,Topic,AUTHORED
88,Retrieval-Augmented Generation,Topic,Large Language Models,Topic,RELATED_TO
88,Retrieval-Augmented Generation,Topic,External Knowledge,Topic,RELATED_TO
88,Hybrid Rag System,Topic,Knowledge Graphs,Topic,INCLUDES
88,Hybrid Rag System,Topic,Text Documents,Topic,INCLUDES
88,Hybrid Rag System,Topic,Llm Reasoning,Topic,INCLUDES
88,Hydra,Topic,Graph Topology,Topic,INCLUDES
88,Hydra,Topic,Document Semantics,Topic,INCLUDES
88,Hydra,Topic,Source Reliability,Topic,INCLUDES
88,Hydra,Topic,Deep Reasoning,Topic,INCLUDES
88,Hydra,Topic,Faithful Reasoning,Topic,INCLUDES
88,Hydra,Topic,Agent-Driven Exploration,Topic,INCLUDES
88,Hydra,Topic,Structured Retrieval,Topic,INCLUDES
88,Hydra,Topic,Unstructured Retrieval,Topic,INCLUDES
88,Hydra,Topic,Diversity Of Evidence,Topic,INCLUDES
88,Hydra,Topic,Precision Of Evidence,Topic,INCLUDES
88,Hydra,Topic,Tri-Factor Cross-Source Verification,Topic,INCLUDES
88,Tri-Factor Cross-Source Verification,Topic,Source Trustworthiness Assessment,Topic,INCLUDES
88,Tri-Factor Cross-Source Verification,Topic,Cross-Source Corroboration,Topic,INCLUDES
88,Tri-Factor Cross-Source Verification,Topic,Entity-Path Alignment,Topic,INCLUDES
88,Hydra,Topic,Topic Relevance,Topic,INCLUDES
88,Hydra,Topic,Cross-Modal Agreement,Topic,INCLUDES
88,Hydra,Topic,Graph Structure,Topic,INCLUDES
88,Hydra,Topic,Heterogeneous Sources,Topic,INCLUDES
88,Hydra,Topic,Efficient Exploration,Topic,INCLUDES
88,Hydra,Topic,Noise Pruning,Topic,INCLUDES
88,Hydra,Topic,Benchmark Datasets,Topic,INCLUDES
88,Hydra,Topic,State-Of-The-Art Results,Topic,INCLUDES
88,Gpt-3.5,Topic,State-Of-The-Art Results,Topic,RELATED_TO
88,Tog-2,Topic,State-Of-The-Art Results,Topic,RELATED_TO
88,Llama-3.1-8B,Topic,Reasoning Performance,Topic,RELATED_TO
88,Gpt-4-Turbo,Topic,Reasoning Performance,Topic,RELATED_TO
88,Xingyu Tan,Author,Hydra,Topic,AUTHORED
88,Xiaoyang Wang,Author,Hydra,Topic,AUTHORED
88,Qing Liu,Author,Hydra,Topic,AUTHORED
88,Xiwei Xu,Author,Hydra,Topic,AUTHORED
88,Xin Yuan,Author,Hydra,Topic,AUTHORED
88,Liming Zhu,Author,Hydra,Topic,AUTHORED
88,Wenjie Zhang,Author,Hydra,Topic,AUTHORED
89,Synthkg,Paper,Knowledge Graphs,Topic,COVERS
89,Synthkg,Paper,Retrieval-Augmented Generation,Topic,COVERS
90,Kare,Topic,Clinical Decision Support,Topic,COVERS
90,Kare,Topic,Large Language Models (Llms),Topic,COVERS
90,Kare,Topic,Mimic-Iii,Topic,RELATED_TO
90,Kare,Topic,Mimic-Iv,Topic,RELATED_TO
90,Kare,Topic,Pengcheng Jiang,Author,AUTHORED
90,Kare,Topic,Cao Xiao,Author,AUTHORED
90,Kare,Topic,Minhao Jiang,Author,AUTHORED
90,Kare,Topic,Parminder Bhatia,Author,AUTHORED
90,Kare,Topic,Taha Kasshout,Author,AUTHORED
90,Kare,Topic,Jimeng Sun,Author,AUTHORED
90,Kare,Topic,Jiawei Han,Author,AUTHORED
91,Large Language Models,Topic,Quantum Software Development,Topic,RELATED_TO
91,Pennylane,Topic,Dataset,Topic,COVERS
91,Pennylang,Topic,Pennylane,Topic,INCLUDES
91,Pennylang,Topic,Abdul Basit,Author,AUTHORED
91,Pennylang,Topic,Nouhaila Innan,Author,AUTHORED
91,Pennylang,Topic,Haider Asif,Author,AUTHORED
91,Pennylang,Topic,Minghao Shao,Author,AUTHORED
91,Pennylang,Topic,Muhammad Kashif,Author,AUTHORED
91,Pennylang,Topic,Alberto Marchisio,Author,AUTHORED
91,Pennylang,Topic,Muhammad Shafique,Author,AUTHORED
91,Gpt-4O Mini,Topic,Graphrag,Topic,RELATED_TO
91,Retrieval-Augmented Generation,Topic,Graphrag,Topic,RELATED_TO
91,Graphrag,Topic,Quantum Programming Tasks,Topic,RELATED_TO
92,Graph Retrieval Augmented Generation,Topic,Legal Norms,Topic,COVERS
92,Graph Retrieval Augmented Generation,Topic,Artificial Intelligence Applied To Law,Topic,RELATED_TO
92,Hudson De Martim,Author,Graph Retrieval Augmented Generation,Topic,AUTHORED
93,Mmrag,Topic,Retrieval-Augmented Generation,Topic,RELATED_TO
93,Mmrag,Topic,Chuan Xu,Author,AUTHORED
93,Mmrag,Topic,Qiaosheng Chen,Author,AUTHORED
93,Mmrag,Topic,Yutong Feng,Author,AUTHORED
93,Mmrag,Topic,Gong Cheng,Author,AUTHORED
94,Tobugraph,Topic,Retrieval-Augmented Generation (Rag),Topic,RELATED_TO
94,Tobugraph,Topic,Tobu,Topic,RELATED_TO
94,Tobugraph,Topic,Savini Kashmira,Author,AUTHORED
94,Tobugraph,Topic,Jayanaka L Dantanarayana,Author,AUTHORED
94,Tobugraph,Topic,Joshua Brodsky,Author,AUTHORED
94,Tobugraph,Topic,Ashish Mahendra,Author,AUTHORED
94,Tobugraph,Topic,Yiping Kang,Author,AUTHORED
94,Tobugraph,Topic,Krisztian Flautner,Author,AUTHORED
94,Tobugraph,Topic,Lingjia Tang,Author,AUTHORED
94,Tobugraph,Topic,Jason Mars,Author,AUTHORED
95,Pathrag,Topic,Retrieval-Augmented Generation,Topic,RELATED_TO
95,Pathrag,Topic,Https://Github.Com/Bupt-Gamma/Pathrag,Paper,COVERS
95,Https://Github.Com/Bupt-Gamma/Pathrag,Paper,Boyu Chen,Author,AUTHORED
95,Https://Github.Com/Bupt-Gamma/Pathrag,Paper,Zirui Guo,Author,AUTHORED
95,Https://Github.Com/Bupt-Gamma/Pathrag,Paper,Zidan Yang,Author,AUTHORED
95,Https://Github.Com/Bupt-Gamma/Pathrag,Paper,Yuluo Chen,Author,AUTHORED
95,Https://Github.Com/Bupt-Gamma/Pathrag,Paper,Junze Chen,Author,AUTHORED
95,Https://Github.Com/Bupt-Gamma/Pathrag,Paper,Zhenghao Liu,Author,AUTHORED
95,Https://Github.Com/Bupt-Gamma/Pathrag,Paper,Chuan Shi,Author,AUTHORED
95,Https://Github.Com/Bupt-Gamma/Pathrag,Paper,Cheng Yang,Author,AUTHORED
96,Biomedical Question Answering Via Multi-Level Summarization On A Local Knowledge Graph,Paper,Retrieval Augmented Generation,Topic,COVERS
96,Biomedical Question Answering Via Multi-Level Summarization On A Local Knowledge Graph,Paper,Multi-Document Relationships,Topic,COVERS
96,Biomedical Question Answering Via Multi-Level Summarization On A Local Knowledge Graph,Paper,Local Knowledge Graph,Topic,COVERS
96,Biomedical Question Answering Via Multi-Level Summarization On A Local Knowledge Graph,Paper,Layerwise Summarization,Topic,COVERS
96,Biomedical Question Answering Via Multi-Level Summarization On A Local Knowledge Graph,Paper,Rag Baselines,Topic,COVERS
96,Biomedical Question Answering Via Multi-Level Summarization On A Local Knowledge Graph,Paper,Methodology Evaluation,Topic,COVERS
97,Agentic Reasoning,Topic,Large Language Model (Llm),Topic,RELATED_TO
97,Agentic Reasoning,Topic,Mind Map Agent,Topic,INCLUDES
97,Junde Wu,Author,Https://Github.Com/Theworldofagents/Agentic-Reasoning,Paper,AUTHORED
97,Jiayuan Zhu,Author,Https://Github.Com/Theworldofagents/Agentic-Reasoning,Paper,AUTHORED
97,Yuyuan Liu,Author,Https://Github.Com/Theworldofagents/Agentic-Reasoning,Paper,AUTHORED
98,Mag-Rag,Paper,Automated Optimization Modeling,Topic,COVERS
98,Mag-Rag,Paper,Large Language Models,Topic,COVERS
98,Mag-Rag,Paper,Prompt Engineering,Topic,COVERS
98,Mag-Rag,Paper,Sensor Array Signal Processing,Topic,COVERS
98,Mag-Rag,Paper,Retrieval-Augmented Generation,Topic,COVERS
98,Mag-Rag,Paper,Multi-Agent Structure,Topic,COVERS
98,Mag-Rag,Paper,Graph-Based Rag Process,Topic,COVERS
99,A Hybrid Rag System With Comprehensive Enhancement On Complex Reasoning,Paper,Retrieval-Augmented Generation,Topic,COVERS
99,A Hybrid Rag System With Comprehensive Enhancement On Complex Reasoning,Paper,Crag Dataset,Topic,INCLUDES
99,A Hybrid Rag System With Comprehensive Enhancement On Complex Reasoning,Paper,Meta Crag Kdd Cup 2024 Competition,Topic,RELATED_TO
100,Massive Open Online Courses (Moocs),Topic,Large Language Models (Llms),Topic,RELATED_TO
100,Large Language Models (Llms),Topic,Retrieval-Augmented Generation (Rag),Topic,RELATED_TO
100,Retrieval-Augmented Generation (Rag),Topic,Educational Knowledge Graphs (Edukgs),Topic,RELATED_TO
100,Retrieval-Augmented Generation (Rag),Topic,Personal Knowledge Graphs (Pkgs),Topic,RELATED_TO
100,Coursemapper,Topic,Graph Rag Pipeline,Topic,INCLUDES
100,Graph Rag Pipeline,Topic,Question Generation Method,Topic,INCLUDES
100,Graph Rag Pipeline,Topic,Question Answering Method,Topic,INCLUDES
100,3 Expert Instructors,Author,Coursemapper,Topic,AUTHORED
100,Mohamed Abdelmagied,Author,Coursemapper,Topic,AUTHORED
100,Mohamed Amine Chatti,Author,Coursemapper,Topic,AUTHORED
100,Shoeb Joarder,Author,Coursemapper,Topic,AUTHORED
100,Qurat Ul Ain,Author,Coursemapper,Topic,AUTHORED
100,Rawaa Alatrash,Author,Coursemapper,Topic,AUTHORED
101,Simgrag,Topic,Kg-Driven Rag,Topic,COVERS
101,Simgrag,Topic,Retrieval-Augmented Generation,Topic,COVERS
101,Simgrag,Topic,Knowledge Graphs,Topic,COVERS
101,Simgrag,Topic,Graph Semantic Distance,Topic,COVERS
101,Simgrag,Topic,Query-To-Pattern,Topic,COVERS
101,Simgrag,Topic,Pattern-To-Subgraph,Topic,COVERS
101,Simgrag,Topic,Top-K Subgraphs,Topic,COVERS
101,Simgrag,Topic,10-Million-Scale Kg,Topic,COVERS
101,Simgrag,Topic,Question Answering,Topic,RELATED_TO
101,Simgrag,Topic,Fact Verification,Topic,RELATED_TO
101,Yuzheng Cai,Author,Simgrag,Topic,AUTHORED
101,Zhenyue Guo,Author,Simgrag,Topic,AUTHORED
101,Yiwen Pei,Author,Simgrag,Topic,AUTHORED
101,Wanrui Bian,Author,Simgrag,Topic,AUTHORED
101,Weiguo Zheng,Author,Simgrag,Topic,AUTHORED
102,In-Depth Analysis Of Graph-Based Rag In A Unified Framework,Paper,Yingli Zhou,Author,AUTHORED
102,In-Depth Analysis Of Graph-Based Rag In A Unified Framework,Paper,Yaodong Su,Author,AUTHORED
102,In-Depth Analysis Of Graph-Based Rag In A Unified Framework,Paper,Youran Sun,Author,AUTHORED
102,In-Depth Analysis Of Graph-Based Rag In A Unified Framework,Paper,Shu Wang,Author,AUTHORED
102,In-Depth Analysis Of Graph-Based Rag In A Unified Framework,Paper,Taotao Wang,Author,AUTHORED
102,In-Depth Analysis Of Graph-Based Rag In A Unified Framework,Paper,Runyuan He,Author,AUTHORED
102,In-Depth Analysis Of Graph-Based Rag In A Unified Framework,Paper,Yongwei Zhang,Author,AUTHORED
102,In-Depth Analysis Of Graph-Based Rag In A Unified Framework,Paper,Sicong Liang,Author,AUTHORED
102,In-Depth Analysis Of Graph-Based Rag In A Unified Framework,Paper,Xilin Liu,Author,AUTHORED
102,In-Depth Analysis Of Graph-Based Rag In A Unified Framework,Paper,Yuchi Ma,Author,AUTHORED
102,In-Depth Analysis Of Graph-Based Rag In A Unified Framework,Paper,Yixiang Fang,Author,AUTHORED
103,Retrieval Augmented Generation,Topic,Large Language Model,Topic,RELATED_TO
103,G-Rag,Topic,Graph Neural Networks,Topic,COVERS
103,G-Rag,Topic,Abstract Meaning Representation Graphs,Topic,COVERS
103,G-Rag,Topic,Retrieval Augmented Generation,Topic,RELATED_TO
103,Palm 2,Topic,G-Rag,Topic,RELATED_TO
103,Jialin Dong,Author,G-Rag,Topic,AUTHORED
103,Bahare Fatemi,Author,G-Rag,Topic,AUTHORED
103,Bryan Perozzi,Author,G-Rag,Topic,AUTHORED
103,Lin F Yang,Author,G-Rag,Topic,AUTHORED
103,Anton Tsitsulin,Author,G-Rag,Topic,AUTHORED
104,Biomedical Ontologies,Topic,Biomedical Code Mapping,Topic,RELATED_TO
104,Ontologyrag,Paper,Biomedical Code Mapping,Topic,COVERS
105,Graph Rag,Topic,Material Science,Topic,COVERS
105,G-Rag,Topic,Graph Rag,Topic,RELATED_TO
105,Radeen Mostafa,Author,G-Rag,Topic,AUTHORED
105,Mirza Nihal Baig,Author,G-Rag,Topic,AUTHORED
105,Mashaekh Tausif Ehsan,Author,G-Rag,Topic,AUTHORED
105,Jakir Hasan,Author,G-Rag,Topic,AUTHORED
106,Pg-Rag,Topic,Retrieval-Augmented Generation (Rag),Topic,COVERS
106,Pg-Rag,Topic,Kgp-Llama,Topic,RELATED_TO
106,Pg-Rag,Topic,Xun Liang,Author,AUTHORED
106,Pg-Rag,Topic,Simin Niu,Author,AUTHORED
106,Pg-Rag,Topic,Zhiyu Li,Author,AUTHORED
106,Pg-Rag,Topic,Sensen Zhang,Author,AUTHORED
106,Pg-Rag,Topic,Shichao Song,Author,AUTHORED
106,Pg-Rag,Topic,Hanyu Wang,Author,AUTHORED
106,Pg-Rag,Topic,Jiawei Yang,Author,AUTHORED
106,Pg-Rag,Topic,Feiyu Xiong,Author,AUTHORED
106,Pg-Rag,Topic,Bo Tang,Author,AUTHORED
106,Pg-Rag,Topic,Chenyang Xi,Author,AUTHORED
107,Slide,Topic,Divyansh Singh,Author,AUTHORED
107,Slide,Topic,Manuel Nunez Martinez,Author,AUTHORED
107,Slide,Topic,Bonnie J Dorr,Author,AUTHORED
107,Slide,Topic,Sonja Schmer Galunder,Author,AUTHORED
107,Slide,Topic,Graphrag,Topic,RELATED_TO
107,Slide,Topic,English,Topic,RELATED_TO
107,Slide,Topic,Afrikaans,Topic,RELATED_TO
107,Long Documents,Topic,Knowledge Graph,Topic,RELATED_TO
107,Low-Resource Languages,Topic,Knowledge Graph,Topic,RELATED_TO
107,Contextual Retrieval Methods,Topic,Long Documents,Topic,RELATED_TO
108,Dgrag,Topic,Retrieval-Augmented Generation,Topic,RELATED_TO
108,Dgrag,Topic,Wenqing Zhou,Author,AUTHORED
108,Dgrag,Topic,Yuxuan Yan,Author,AUTHORED
108,Dgrag,Topic,Qianqian Yang,Author,AUTHORED
109,Graphinsight,Topic,Large Language Models,Topic,RELATED_TO
109,Graphinsight,Topic,Yukun Cao,Author,AUTHORED
109,Graphinsight,Topic,Shuo Han,Author,AUTHORED
109,Graphinsight,Topic,Zengyi Gao,Author,AUTHORED
109,Graphinsight,Topic,Zezhong Ding,Author,AUTHORED
109,Graphinsight,Topic,Xike Xie,Author,AUTHORED
109,Graphinsight,Topic,S Kevin Zhou,Author,AUTHORED
110,Incorporating Legal Structure In Retrieval-Augmented Generation: A Case Study On Copyright Fair Use,Paper,Retrieval-Augmented Generation,Topic,COVERS
110,Incorporating Legal Structure In Retrieval-Augmented Generation: A Case Study On Copyright Fair Use,Paper,Fair Use Doctrine,Topic,COVERS
110,Incorporating Legal Structure In Retrieval-Augmented Generation: A Case Study On Copyright Fair Use,Paper,U.S. Copyright Law,Topic,COVERS
110,Incorporating Legal Structure In Retrieval-Augmented Generation: A Case Study On Copyright Fair Use,Paper,Dmca Takedowns,Topic,COVERS
110,Incorporating Legal Structure In Retrieval-Augmented Generation: A Case Study On Copyright Fair Use,Paper,Legal Knowledge Graphs,Topic,COVERS
110,Incorporating Legal Structure In Retrieval-Augmented Generation: A Case Study On Copyright Fair Use,Paper,Court Citation Networks,Topic,COVERS
110,Incorporating Legal Structure In Retrieval-Augmented Generation: A Case Study On Copyright Fair Use,Paper,Chain-Of-Thought Reasoning,Topic,COVERS
110,Incorporating Legal Structure In Retrieval-Augmented Generation: A Case Study On Copyright Fair Use,Paper,Llm-Based Legal Assistance Tools,Topic,COVERS
111,Evaluating Knowledge Graph Based Retrieval Augmented Generation Methods Under Knowledge Incompleteness,Paper,Knowledge Graph Based Retrieval-Augmented Generation (Kg-Rag),Topic,COVERS
111,Evaluating Knowledge Graph Based Retrieval Augmented Generation Methods Under Knowledge Incompleteness,Paper,Large Language Model (Llm),Topic,COVERS
111,Evaluating Knowledge Graph Based Retrieval Augmented Generation Methods Under Knowledge Incompleteness,Paper,Question Answering (Qa),Topic,COVERS
111,Evaluating Knowledge Graph Based Retrieval Augmented Generation Methods Under Knowledge Incompleteness,Paper,Knowledge Graphs (Kgs),Topic,COVERS
111,Evaluating Knowledge Graph Based Retrieval Augmented Generation Methods Under Knowledge Incompleteness,Paper,Dongzhuoran Zhou,Author,AUTHORED
111,Evaluating Knowledge Graph Based Retrieval Augmented Generation Methods Under Knowledge Incompleteness,Paper,Yuqicheng Zhu,Author,AUTHORED
111,Evaluating Knowledge Graph Based Retrieval Augmented Generation Methods Under Knowledge Incompleteness,Paper,Yuan He,Author,AUTHORED
111,Evaluating Knowledge Graph Based Retrieval Augmented Generation Methods Under Knowledge Incompleteness,Paper,Jiaoyan Chen,Author,AUTHORED
111,Evaluating Knowledge Graph Based Retrieval Augmented Generation Methods Under Knowledge Incompleteness,Paper,Evgeny Kharlamov,Author,AUTHORED
111,Evaluating Knowledge Graph Based Retrieval Augmented Generation Methods Under Knowledge Incompleteness,Paper,Steffen Staab,Author,AUTHORED
112,Knowledge Augmented Generation,Topic,Retrieval-Augmented Generation,Topic,RELATED_TO
112,Knowledge Augmented Generation,Topic,Ant Group,Topic,INCLUDES
112,Ant Group,Topic,E-Government Q&A,Topic,INCLUDES
112,Ant Group,Topic,E-Health Q&A,Topic,INCLUDES
112,Knowledge Augmented Generation,Topic,Lei Liang,Author,AUTHORED
112,Knowledge Augmented Generation,Topic,Mengshu Sun,Author,AUTHORED
112,Knowledge Augmented Generation,Topic,Zhengke Gui,Author,AUTHORED
112,Knowledge Augmented Generation,Topic,Zhongshu Zhu,Author,AUTHORED
112,Knowledge Augmented Generation,Topic,Zhouyu Jiang,Author,AUTHORED
112,Knowledge Augmented Generation,Topic,Ling Zhong,Author,AUTHORED
112,Knowledge Augmented Generation,Topic,Yuan Qu,Author,AUTHORED
112,Knowledge Augmented Generation,Topic,Peilong Zhao,Author,AUTHORED
112,Knowledge Augmented Generation,Topic,Zhongpu Bo,Author,AUTHORED
112,Knowledge Augmented Generation,Topic,Jin Yang,Author,AUTHORED
112,Knowledge Augmented Generation,Topic,Huaidong Xiong,Author,AUTHORED
112,Knowledge Augmented Generation,Topic,Lin Yuan,Author,AUTHORED
112,Knowledge Augmented Generation,Topic,Jun Xu,Author,AUTHORED
112,Knowledge Augmented Generation,Topic,Zaoyang Wang,Author,AUTHORED
112,Knowledge Augmented Generation,Topic,Zhiqiang Zhang,Author,AUTHORED
112,Knowledge Augmented Generation,Topic,Wen Zhang,Author,AUTHORED
112,Knowledge Augmented Generation,Topic,Huajun Chen,Author,AUTHORED
112,Knowledge Augmented Generation,Topic,Wenguang Chen,Author,AUTHORED
112,Knowledge Augmented Generation,Topic,Jun Zhou,Author,AUTHORED
113,Adapting To Non-Stationary Environments: Multi-Armed Bandit Enhanced Retrieval-Augmented Generation On Knowledge Graphs,Paper,Xiaqiang Tang,Author,AUTHORED
113,Adapting To Non-Stationary Environments: Multi-Armed Bandit Enhanced Retrieval-Augmented Generation On Knowledge Graphs,Paper,Jian Li,Author,AUTHORED
113,Adapting To Non-Stationary Environments: Multi-Armed Bandit Enhanced Retrieval-Augmented Generation On Knowledge Graphs,Paper,Nan Du,Author,AUTHORED
113,Adapting To Non-Stationary Environments: Multi-Armed Bandit Enhanced Retrieval-Augmented Generation On Knowledge Graphs,Paper,Sihong Xie,Author,AUTHORED
113,Adapting To Non-Stationary Environments: Multi-Armed Bandit Enhanced Retrieval-Augmented Generation On Knowledge Graphs,Paper,Retrieval-Augmented Generation (Rag) Framework,Topic,INCLUDES
113,Adapting To Non-Stationary Environments: Multi-Armed Bandit Enhanced Retrieval-Augmented Generation On Knowledge Graphs,Paper,Knowledge Graphs,Topic,INCLUDES
113,Adapting To Non-Stationary Environments: Multi-Armed Bandit Enhanced Retrieval-Augmented Generation On Knowledge Graphs,Paper,Multi-Objective Multi-Armed Bandit,Topic,INCLUDES
113,Adapting To Non-Stationary Environments: Multi-Armed Bandit Enhanced Retrieval-Augmented Generation On Knowledge Graphs,Paper,Non-Stationary Environments,Topic,INCLUDES
113,Adapting To Non-Stationary Environments: Multi-Armed Bandit Enhanced Retrieval-Augmented Generation On Knowledge Graphs,Paper,Stationary Environments,Topic,INCLUDES
113,Adapting To Non-Stationary Environments: Multi-Armed Bandit Enhanced Retrieval-Augmented Generation On Knowledge Graphs,Paper,Kgqa Datasets,Topic,INCLUDES
114,Are Large Language Models In-Context Graph Learners?,Paper,Large Language Models,Topic,COVERS
114,Are Large Language Models In-Context Graph Learners?,Paper,Graph Neural Networks,Topic,COVERS
114,Are Large Language Models In-Context Graph Learners?,Paper,Retrieval-Augmented Generation,Topic,COVERS
114,Are Large Language Models In-Context Graph Learners?,Paper,Jintang Li,Author,AUTHORED
114,Are Large Language Models In-Context Graph Learners?,Paper,Ruofan Wu,Author,AUTHORED
114,Are Large Language Models In-Context Graph Learners?,Paper,Yuchang Zhu,Author,AUTHORED
114,Are Large Language Models In-Context Graph Learners?,Paper,Huizhe Zhang,Author,AUTHORED
114,Are Large Language Models In-Context Graph Learners?,Paper,Liang Chen,Author,AUTHORED
114,Are Large Language Models In-Context Graph Learners?,Paper,Zibin Zheng,Author,AUTHORED
115,Research On Kgs And Llms,Topic,Knowledge Graphs,Topic,INCLUDES
115,Research On Kgs And Llms,Topic,Large Language Models,Topic,INCLUDES
115,Research On Kgs And Llms,Topic,Gpt-3.5 Turbo,Topic,RELATED_TO
115,Research On Kgs And Llms,Topic,Retrieval-Augmented Generation,Topic,INCLUDES
115,Research On Kgs And Llms,Topic,Neo4J,Topic,RELATED_TO
115,Research On Kgs And Llms,Topic,Rahul Ravi,Author,AUTHORED
115,Research On Kgs And Llms,Topic,Gouri Ginde,Author,AUTHORED
115,Research On Kgs And Llms,Topic,Jon Rokne,Author,AUTHORED
116,Learning To Retrieve And Reason On Knowledge Graph Through Active Self-Reflection,Paper,Active Self-Reflection Framework For Knowledge Graph Reasoning Arg,Topic,COVERS
116,Learning To Retrieve And Reason On Knowledge Graph Through Active Self-Reflection,Paper,Large Language Models (Llms),Topic,RELATED_TO
